id,ano,area,posicao,co_item,question,alternatives,label,IU,description,difficulty_score,has_irt,caderno_cor
questao_126,2024,CN,126,88293,"Zinc Sulphide Phosphorescence As placas que indicam saída de emergência brilham no escuro, pois apresentam substâncias que fosforecem na cor amarelo-esverdeada após exposição à luz ambiente, conforme a figura. [[placeholder]] Esse fenômeno ocorre pela presença do sulfeto de zinco (ZnS), dopado com prata ou cobre, na superfície da placa. O aparecimento do brilho nessas condições ocorre como consequência de","[""colisões interatômicas."", ""coloração dos átomos."", ""transições eletrônicas."", ""reações nucleares."", ""reflexão da luz.""]",C,True,Descrição da figura: Placa de sinalização de saída de emergência apresenta uma figura humana estilizada (pictograma) saindo por uma porta.,0.739105,True,ROXA
questao_127,2024,CN,127,141743,"O que são vacinas? Indústrias farmacêuticas e instituições científicas têm trabalhado no desenvolvimento de diferentes vacinas contra a covid-19. Em algumas dessas vacinas, a principal estrutura antigênica é uma proteína de superfície viral chamada espícula (spike, em inglês). Essa proteína só existe em coronavírus, incluindo o SARS-CoV-2. Ela se liga a receptores de membrana específicos das células humanas por um mecanismo do tipo “chave-fechadura”. Dessa forma, os vírus entram nas células, podendo se multiplicar e acarretar a doença. Nessas vacinas, essa proteína viral induz a","[""produção de anticorpos específicos contra os vírus."", ""imunidade passiva contra o desenvolvimento da doença."", ""alteração genômica para formação da memória imunológica."", ""neutralização direta dos vírus presentes na circulação sanguínea."", ""modificação dos receptores de membrana específicos para o vírus""]",A,False,,0.827075,True,ROXA
questao_128,2024,CN,128,68866,"Introdução às ciências físicas Em um experimento de laboratório, duas barras metálicas, A e B, são carregadas com cargas opostas e imersas em óleo. Farelo de milho é jogado sobre o óleo e, após um certo tempo, o farelo assume o formato das linhas de campo elétrico entre as barras. A figura representa a vista superior desse experimento. [[placeholder]] Ao repetir o experimento colocando um cilindro metálico oco entre as placas, o esquema que representa o formato das linhas de campo assumido pelo farelo é: [[placeholder]]","[""[[placeholder]]"", ""[[placeholder]]"", ""[[placeholder]]"", ""[[placeholder]]"", ""[[placeholder]]""]",E,True,"Descrição da figura: Duas barras verticais paralelas e separadas. A barra da esquerda (A) positiva e a da direita (B) negativa. Entre as barras A e B existem linhas horizontais com setas indicativas para a direita. | Descrição das alternativas: Cada alternativa apresenta um esquema que contém as barras verticais A e B paralelas, como descrito no texto, acrescidas de um círculo entre as placas (representando o cilindro metálico oco), em que é descrito o formato das linhas de campo assumido pelo farelo. | Descrição das linhas de campo: Entre as barras A e B, as linhas horizontais têm setas indicativas para a direita e atravessam o círculo. | Descrição das linhas de campo: Entre as barras A e B, as linhas horizontais têm setas indicativas para a esquerda e atravessam o círculo. | Descrição das linhas de campo: Entre as barras A e B, as linhas horizontais têm setas indicativas para a esquerda, que se distorcem perto do círculo e o atravessam. | Descrição das linhas de campo: Entre as barras A e B, as linhas horizontais têm setas indicativas para a direita, que se distorcem perto do círculo e o atravessam. | Descrição das linhas de campo: Entre as barras A e B, as linhas horizontais têm setas indicativas para a direita, que se distorcem perto do círculo e não o atravessam.",0.687344,True,ROXA
questao_129,2024,CN,129,141558,"A tirinha ilustra esquimós dentro de um iglu, habitação de formato hemisférico construída durante o inverno a partir de neve ou blocos de gelo. Essa estrutura de construção se justifica pelo fato de esse povo habitar as regiões mais setentrionais da Groenlândia, Canadá e Alasca. [[placeholder]] Na tirinha, a geladeira é necessária para fazer gelo porque","[""a temperatura interna do iglu é maior que a de solidificação da água."", ""a umidade dentro do iglu dificulta o processo de mudança de fase da água."", ""o ar dentro do iglu é isolante térmico, dificultando a perda de calor pela água."", ""a temperatura uniforme no interior do iglu impede as correntes de convecção."", ""a pressão do ar no interior do iglu é baixa, dificultando a solidificação da água.""]",A,True,"Descrição da tirinha: Tirinha de Laerte, em três quadrinhos, com duas crianças esquimós dentro de um iglu. Primeiro: As crianças caminham em direção à geladeira enquanto um personagem fora do quadrinho pergunta: “Ué, você comprou uma geladeira?!”. O outro responde: “É”. Segundo: Enquanto as crianças retiram uma forma de gelo do congelador, o primeiro personagem pergunta: “Pra quê?!”. O outro responde: “É para as crianças.”. Terceiro: As crianças montam um iglu em miniatura com os cubos de gelo enquanto parte do gelo derrete. O segundo personagem continua: “Elas adoram brincar de casinha.”.",0.70907,True,ROXA
questao_130,2024,CN,130,111693,"A química na agricultura: perspectivas para o desenvolvimento de tecnologias sustentáveis Os pesticidas naturais vêm sendo utilizados no controle de pragas e doenças agrícolas como substituintes de pesticidas sintéticos tradicionais, por serem menos nocivos ao ambiente, biodegradáveis e minimizarem custos e riscos relativos à lavoura. Por exemplo, os compostos 1 e 2 estão envolvidos nas respostas de defesa das plantas. Os grupos funcionais presentes nesses compostos são importantes para suas propriedades no controle de pragas. [[placeholder]] Qual é a função orgânica correspondente ao grupo funcional comum presente nesses dois compostos?","[""Ácido carboxílico."", ""Cetona."", ""Alceno."", ""Álcool."", ""Fenol.""]",A,True,"Descrição das estruturas químicas: Composto 1: Anel aromático com dois grupos: COOH na posição 1 e OH na posição 2. Composto 2: Ciclo saturado com cinco átomos de carbono no qual estão ligados três grupos: na posição 1, há um átomo de oxigênio ligado diretamente ao carbono por uma ligação dupla; na posição 2, há uma cadeia normal de cinco átomos de carbono com uma ligação dupla entre o segundo e o terceiro átomo; na posição 3, há um átomo de carbono ligado a um COOH.",0.7502,True,ROXA
questao_131,2024,CN,131,87263,"Utilizando-se um mesmo meio nutritivo, três gêneros bacterianos diferentes foram submetidos ao cultivo em tubos de ensaio. Após certo período de crescimento da cultura bacteriana em condições físico-químicas ideais, observou-se que o padrão de distribuição das células (representadas por pontos na figura) ao longo dos tubos era diferente em cada um dos casos. [[placeholder]] Em relação ao metabolismo energético, os microrganismos presentes nos tubos 1, 2 e 3 são classificados, respectivamente, como","[""anaeróbio facultativo, anaeróbio estrito e aeróbio estrito."", ""anaeróbio facultativo, aeróbio estrito e anaeróbio estrito."", ""aeróbio estrito, anaeróbio estrito e anaeróbio facultativo."", ""anaeróbio estrito, aeróbio estrito e anaeróbio facultativo."", ""aeróbio estrito, anaeróbio facultativo e anaeróbio estrito.""]",C,True,Descrição da figura: Três tubos de ensaio com células em meio nutritivo. Tubo 1: Concentração de células próximo à superfície do meio nutritivo. Tubo 2: Concentração de células no fundo do tubo. Tubo 3: Concentração de células próximo à superfície do meio nutritivo e células espalhadas por todo o meio nutritivo.,0.668691,True,ROXA
questao_132,2024,CN,132,111658,"Vida: a ciência da biologia O esquema representa um experimento feito com células do protozoário Amoeba proteus. Nele, um grupo de células foi tratado com a droga citocalasina B, enquanto outro grupo não foi tratado, servindo como controle. O formato e o movimento das células tratadas foram comprometidos. [[placeholder]] Qual componente celular foi afetado pela droga utilizada no experimento?","[""Vacúolos."", ""Mitocôndrias."", ""Microfilamentos."", ""Material genético."", ""Membrana plasmática.""]",C,True,"Descrição do esquema: Representação do experimento com uma ameba do grupo controle e outra do grupo tratado com citocalasina B. No grupo controle, sem tratamento, a ameba mantém seu formato característico, com muitos prolongamentos citoplasmáticos. No grupo tratado com citocalasina B, a ameba, após tratamento, adquire formato arredondado, sem prolongamentos.",0.895966,True,ROXA
questao_133,2024,CN,133,89141,"O magnésio metálico utilizado em ligas leves é produzido em um processo que envolve várias etapas e utiliza água do mar como matéria-prima. A primeira etapa desse processo consiste na reação entre o íon Mg de carga 2 positiva e hidróxido de cálcio aquoso, Ca(OH)2, obtendo uma mistura que contém hidróxido de magnésio sólido, Mg(OH)2, pouco solúvel, e íons Ca de carga 2 positiva, de acordo com a equação química: [[placeholder]] O método adequado para separar o Mg(OH)2 dessa mistura é a","[""filtração."", ""catação."", ""destilação."", ""dissolução."", "" evaporação.""]",A,True,Descrição da equação química: Representação da etapa descrita no texto.,0.818947,True,ROXA
questao_134,2024,CN,134,86002,"Pererecas-assobiadoras tiram o sono de moradores do Brooklin Moradores do Brooklin, bairro de São Paulo, perdem o sono com um som alto, constante e estridente. O barulho é causado por anfíbios anuros trazidos do Caribe, da espécie Eleutherodactylus jahnstonei, que têm tamanho um pouco maior que o de um grão de feijão e que encontraram na capital um ambiente favorável. Cientistas foram até o local e encontraram esses animais nos jardins das casas. Ao emitirem o som estridente, esses anfíbios","[""indicam que estão fora de seu hábitat natural."", ""alertam para a presença de poluição urbana."", ""sinalizam a existência de superpopulação."", ""direcionam insetos para sua alimentação."", ""atraem fêmeas para o acasalamento.""]",E,False,,0.54648,True,ROXA
questao_135,2024,CN,135,111515,"A química na odontologia A hidroxiapatita, Ca5(PO4)3OH, é um mineral constituinte do esmalte dos dentes. Entre as diversas reações que ocorrem no meio bucal, encontram-se em equilíbrio as reações de desmineralização e mineralização da hidroxiapatita em meio aquoso, ilustradas a seguir. A desmineralização está associada à fragilização do esmalte do dente e à formação de cáries. [[placeholder]] O uso de creme dental pode minimizar a perda da hidroxiapatita. O quadro apresenta o agente de polimento e o pH de alguns cremes dentais comerciais. | Creme dental | Agente de polimento | pH | |:----------------|:-----------------------|:------| | I | Bicarbonato de sódio | 9,5 | | II | Carbonato de cálcio | 11,0 | | III | Citrato de potássio | 7,7 | | IV | Dióxido de silício | 6,9 | | V | Fosfato de cálcio | 7,3 | Considerando o equilíbrio químico envolvido, qual creme dental promove a maior desmineralização do esmalte do dente?","[""1"", ""2"", ""3"", ""4"", ""5""]",D,True,"Descrição da ilustração: Reação química balanceada em que a substância Ca5(PO4)3OH sólido reage com o íon H de carga positiva aquoso, em um processo de desmineralização, formando cinco íons Ca de carga 2 positiva aquoso, três íons PO4 de carga 3 negativa aquoso e uma molécula de H2O líquido. A reação inversa representa um processo de mineralização.",0.7813,True,ROXA
questao_136,2024,MT,136,55806,"Contratos de vários serviços disponíveis na internet apresentam uma quantidade excessiva de informações. Isso faz com que o tempo necessário para a leitura desses contratos possa ser longo. O quadro apresenta uma amostra do tempo considerado necessário para a leitura completa do contrato de alguns serviços digitais. | Tipo de serviço | Tempo necessário para a leitura completa do contrato (em minuto) | |:-------------------|--------------------------------------------------------------------:| | A | 36 | | B | 17 | | C | 27 | | D | 13 | | E | 13 | | F | 13 | O tempo médio, em minuto, necessário para a leitura completa de um contrato de serviço dentre os listados no quadro é, com uma casa decimal, aproximadamente,","[""13,0."", ""15,0."", ""19,8."", ""20,0."", ""23,3.""]",C,False,,0.655815,True,ROXA
questao_137,2024,MT,137,125957,"Um proprietário pretende instalar um sensor de presença para a proteção de seu imóvel. O sensor deverá detectar movimentos de objetos e pessoas numa determinada região plana. A figura ilustra a vista superior da área de cobertura (setor circular em azul) de um sensor colocado no ponto S. Essa área depende da medida do ângulo alfa, em grau, e do raio R, em metro. [[placeholder]] Ao aumentar o ângulo alfa ou o raio R aumenta-se a área de cobertura do sensor. Entretanto, quanto maior essa área, maior o preço do sensor. Para esse fim, há cinco tipos de sensores disponíveis no mercado, cada um com as seguintes características: •tipo 1: alfa é igual a 15 graus e R é igual a 20 metros; •tipo 2: alfa é igual a 30 graus e R é igual a 22 metros; •tipo 3: alfa é igual a 40 graus e R é igual a 12 metros; •tipo 4: alfa é igual a 60 graus e R é igual a 16 metros; •tipo 5: alfa é igual a 90 graus e R é igual a 10 metros. Esse proprietário pretende adquirir um desses sensores que seja capaz de cobrir, no mínimo, uma área de medida 70 metros quadrados, com o menor preço possível. Use 3 como valor aproximado para pi. O proprietário do imóvel deverá adquirir o sensor do tipo","[""1"", ""2"", ""3"", ""4"", ""5""]",E,True,"Descrição da figura: A figura apresenta um setor circular, de centro S, raio R e ângulo alfa.",0.903566,True,ROXA
questao_138,2024,MT,138,117618,"O uso de aplicativos de transporte tem sido uma alternativa à população que busca preços mais competitivos para se locomover, principalmente nas grandes cidades. As formas usadas para determinar o valor cobrado por cada viagem variam de um aplicativo para outro, mas, em geral, o valor V a ser pago, em real, varia em função de: •tarifa base F: valor fixo, em real, cobrado no início da viagem; •tempo T: tempo, em minuto, de duração da viagem; •distância D: distância percorrida, em quilômetro. Um desses aplicativos cobra 2,00 reais de valor fixo, acrescido de 0,26 real por minuto de viagem e de 1,40 real por quilômetro rodado. Nessas condições, a expressão que fornece o valor V a ser pago por uma viagem desse aplicativo é","[""2,00 x F + 0,26 x T + 1,40 x D"", ""2,00 + 0,26 x T + 1,40 x D"", ""2,00 + 0,26 x T + D"", ""0,26 x T + 1,40 x D"", ""F + T + D""]",B,False,,0.713475,True,ROXA
questao_139,2024,MT,139,111708,"Uma sala com piso no formato retangular, com lados de medidas 3 metros e 6 metros, será dividida em dois ambientes. Para isso, serão utilizadas colunas em formato cilíndrico, dispostas perpendicularmente ao piso e representadas na figura pelos círculos de cor azul. Os centros desses círculos estarão sobre uma reta paralela aos lados de menor medida do piso da sala. Os vãos entre duas colunas e entre uma coluna e a parede não poderão ser superiores a 15 centímetros. [[placeholder]] Para efetuar a compra dessas colunas, foram feitos orçamentos com base em dados fornecidos por cinco lojas. | Loja | Raio (cm) | Preço por unidade (R$) | |:--------|-------------:|--------------------------:| | I | 5 | 60 | | II | 10 | 70 | | III | 12 | 75 | | IV | 15 | 90 | | V | 20 | 120 | A compra será realizada na loja cujo orçamento resulte no menor valor total possível. A compra será realizada na loja","[""1"", ""2"", ""3"", ""4"", ""5""]",C,True,"Descrição da figura: A figura mostra um retângulo, com indicações das medidas dos lados de 6 metros e 3 metros, no qual são indicados alguns círculos alinhados, paralelos ao lado de menor comprimento, separando o retângulo em duas partes.",0.966503,True,ROXA
questao_140,2024,MT,140,15394,"O arquiteto Renzo Piano exibiu a maquete da nova sede do Museu Whitney de Arte Americana, um prédio assimétrico que tem um vão aberto para a galeria principal, cuja medida da área é 1672 metros quadrados. Considere que a escala da maquete exibida é 1 para 200. A medida da área do vão aberto nessa maquete, em centímetro quadrado, é","[""4,18"", ""8,36."", ""41,80."", ""83,60."", ""418,00.""]",E,False,,0.924451,True,ROXA
questao_141,2024,MT,141,42136,"O gráfico apresenta o valor total de exportações e o valor total de importações, ao longo de um período, em bilhão de dólares. O saldo da balança comercial brasileira é dado pelo valor total de exportações menos o valor total de importações num mesmo período. Valor total de exportações e importações[[placeholder]] Considere que os saldos da balança comercial brasileira, nos três meses destacados no gráfico, sejam representados por: •S1: saldo em junho de 2009; •S2: saldo em janeiro de 2010; •S3: saldo em junho de 2010. A ordenação dos saldos S1, S2 e S3, do maior para o menor, é","[""S1, S3 e S2"", ""S2, S1 e S3"", ""S2, S3 e S1"", ""S3, S1 e S2"", ""S3, S2 e S1""]",A,True,"Descrição do gráfico: Gráfico de linha intitulado “Valor Total de Exportações e Importações”, em bilhão de dólares, destacando os valores de importação e exportação: junho de 2009, janeiro de 2010 e junho de 2010, apresentando os seguintes dados:
Em junho de 2009: importação de 10 bilhões e exportação de 14,5 bilhões;
Em janeiro de 2010: importação de 11,5 bilhões e exportação de 11,2 bilhões;
Em junho de 2010: importação de 14,8 bilhões e exportação de 17,1 bilhões.",0.738929,True,ROXA
questao_142,2024,MT,142,76177,"Um instituto de pesquisa constatou que, nos últimos dez anos, o crescimento populacional de uma cidade foi de 135,25 por cento. Qual é a representação decimal da taxa percentual desse crescimento populacional?","[""13525,0"", ""135,25"", ""13,525"", ""1,3525"", ""0,13525""]",D,False,,0.77353,True,ROXA
questao_143,2024,MT,143,117796,"Um fazendeiro pretende construir um galinheiro ocupando uma região plana de formato retangular, com lados de comprimentos L metro e C metro. Os lados serão cercados por telas de tipos diferentes. Nos lados de comprimento L metro, será utilizada uma tela cujo metro linear custa 20 reais, enquanto, nos outros dois lados, uma que custa 15 reais. O fazendeiro quer gastar, no máximo, 6000 reais na compra de toda a tela necessária para o galinheiro, e deseja que o galinheiro tenha a maior área possível. Qual será a medida, em metro, do maior lado do galinheiro?","[""85"", ""100"", ""175"", ""200"", ""350""]",B,False,,0.956858,True,ROXA
questao_144,2024,MT,144,87519,"Uma professora de matemática utiliza em suas aulas uma “máquina caça-números” para verificar os conhecimentos de seus estudantes sobre representações de números racionais. Essa máquina tem um visor dividido em seis compartimentos e, na lateral, uma alavanca. Cada estudante puxa a alavanca e espera que os compartimentos parem de girar. A partir daí, precisa responder para a professora em quais posições se encontram os números que representam a mesma quantidade. Um estudante puxou a alavanca, aguardou que os compartimentos parassem de girar e observou os números apresentados no visor. A configuração da máquina naquele instante está apresentada na imagem. [[placeholder]] Esse estudante respondeu corretamente à pergunta da professora. As posições indicadas pelo estudante foram","[""1, 2 e 4"", ""2, 4 e 5"", ""2, 3 e 5"", ""3, 5 e 6"", ""3, 4 e 6""]",B,True,"Descrição da imagem: Máquina caça-números com alavanca lateral apresenta a instrução “Encontre três quantidades iguais” e mostra um visor subdividido em seis compartimentos numerados, conforme a seguinte configuração: Compartimento 1: 4 elevado a um meio. Compartimento 2: 4 inteiros e um meio. Compartimento 3: dez quarenta e cinco avos. Compartimento 4: dezoito quartos.Compartimento 5: 4,5. Compartimento 6: quatro quintos.",0.734526,True,ROXA
questao_145,2024,MT,145,13141,"Uma caneca com água fervendo é retirada de um forno de micro-ondas. A temperatura T, em grau Celsius, da caneca, em função do tempo t, em minuto, pode ser modelada pela função T de t é igual a a mais 80 vezes, b elevado a t, representada no gráfico a seguir. [[placeholder]] Os valores das constantes a e b são","[""a é igual a 20; b é igual a logaritmo de 0,5"", ""a é igual a 100; b é igual a 0,5"", ""a é igual a 20; b é igual a 0,5 elevado a um décimo"", ""a é igual a 20; b é igual a fração, numerador 40 elevado a um décimo, denominador 80"", ""a é igual a 20; b é igual a 40""]",C,True,"Descrição do gráfico: Sistema de coordenadas cartesianas, de eixo horizontal referente ao tempo de zero a 20, em minuto, com marcações de dois em dois, e de eixo vertical referente à temperatura de 40 a 100, em grau Celsius, com marcações de 10 em 10, apresentando o gráfico de uma curva com concavidade voltada para cima, iniciando no ponto (0 ; 100) e finalizando no ponto (20 ; 40).",0.940532,True,ROXA
questao_146,2024,MT,146,84940,"Em uma empresa é comercializado um produto em embalagens em formato de cilindro circular reto, com raio medindo 3 centímetros, e altura medindo 15 centímetros. Essa empresa planeja comercializar o mesmo produto em embalagens em formato de cubo, com capacidade igual a 80 por cento da capacidade da embalagem cilíndrica utilizada atualmente. Use 3 como valor aproximado para pi. A medida da aresta da nova embalagem, em centímetro, deve ser","[""6"", ""18"", ""6 vezes raiz quadrada de 6"", ""6 vezes raiz cúbica de 6"", ""3 vezes raiz cúbica de 12""]",E,False,,0.884195,True,ROXA
questao_147,2024,MT,147,83799,"Uma criança, utilizando um aplicativo, escreveu uma mensagem para enviar a um amigo. Essa mensagem foi escrita seguindo estas etapas: | Etapas | Visor de escrita | |:---------------------------------------------------------------------------------------------------|--------------------:| | 1ª etapa: inseriu três figuras do tipo 🙂 no visor de escrita da mensagem; | 🙂🙂🙂 | | 2ª etapa: copiou o que havia inserido anteriormente e colou (inseriu o que havia copiado) ao lado; | 🙂🙂🙂🙂🙂🙂 | | 3ª etapa: copiou o que tinha no visor na 2ª etapa e colou ao lado. | 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂 | A criança seguiu copiando e colando, em cada etapa, o que tinha no visor na etapa imediatamente anterior, até concluir a vigésima etapa. Em seguida, enviou a mensagem. Qual foi o total de figuras contidas na mensagem enviada?","[""3 × 2^19"", ""3 × 2^20"", ""3 × 2^21"", ""3(2^20) - 1"", ""3(2^20) - 3""]",A,False,,0.834449,True,ROXA
questao_148,2024,MT,148,117797,"Uma casa de shows terá um evento cujo custo total de produção é de 34 350 reais, sendo que comporta 500 pessoas. O preço do ingresso será de 130 reais e, normalmente, 60 por cento das pessoas adquirem meia-entrada, pagando 65 reais pelo ingresso. Além do faturamento proveniente da venda de ingressos, a casa de shows vende, com 60 por cento de lucro, bebidas e petiscos ao público no dia do evento. Após ter vendido todos os 500 ingressos, constatou-se que a quantidade de meias-entradas vendidas superou em 50 por cento o que estava previsto, impactando o faturamento estimado com a venda de ingressos. No dia do evento, decidiu-se manter o percentual de 60 por cento de lucro sobre as bebidas e petiscos, pois todo o público que comprou ingresso compareceu ao show. Com isso, espera-se ter lucro de 17000 reais nesse evento. Para que se alcance o lucro esperado, o gasto médio por pessoa com bebidas e petiscos, em real, deverá ser de","[""19,50."", ""28,80."", ""34,00."", ""52,00."", ""68,70.""]",D,False,,0.948808,True,ROXA
questao_149,2024,MT,149,125887,"Para obter um sólido de revolução (rotação de 360 graus em torno de um eixo fixo), uma professora realizou as seguintes etapas: •recortou o trapézio retângulo PQRS de um material rígido; •afixou o lado PS do trapézio em uma vareta fixa retilínea (eixo de rotação); •girou o trapézio 360 graus em torno da vareta e obteve um sólido de revolução. Observe a figura que apresenta o trapézio afixado na vareta e o sentido de giro. [[placeholder]] O sólido obtido foi um(a)","[""cone."", ""cilindro."", ""pirâmide."", ""tronco de cone."", ""tronco de pirâmide.""]",D,True,"Descrição da figura: Trapézio PQRS, de lados PQ e RS perpendiculares ao lado SP, e PQ paralelo a RS. O lado SP está sobreposto a um segmento de reta representando uma vareta, em torno da qual será executado um giro no sentido anti-horário.",0.796618,True,ROXA
questao_150,2024,MT,150,55423,"O estádio do Maracanã passou por algumas modificações estruturais para a realização da Copa do Mundo de 2014, como, por exemplo, as dimensões do campo retangular. Para se adaptar aos padrões da Fifa, as dimensões do campo foram reduzidas de 110 metros por 75 metros para 105 metros por 68 metros. Em quantos metros quadrados a área do campo do Maracanã foi reduzida?","[""24"", ""35"", ""555"", ""1110"", ""1145""]",D,False,,0.755874,True,ROXA
questao_151,2024,MT,151,117723,"Um artesão utiliza dois tipos de componentes, X e Y, nos enfeites que produz. Ele sempre compra todos os componentes em uma mesma loja. O quadro apresenta os preços dos dois tipos de componentes nas lojas 1 e 2. | Lojas | Preços dos componentes (R$) | Unnamed: 2 | |:---------|:-------------------------------|:-------------| | nan | X | Y | | I | 3,00 | 1,00 | | II | 2,00 | 4,00 | Ele confeccionará enfeites formados por duas unidades do componente X e uma unidade do componente Y e efetuará a compra na loja que oferecer o menor valor total para a confecção de um enfeite. O artesão efetuará a compra na loja","[""1, pois o valor é 7 reais."", ""1, pois o valor é 4 reais."", ""2, pois o valor é 6 reais."", ""1, pois anuncia o componente com o menor preço."", ""2, pois o componente X, que é o mais utilizado, tem menor preço.""]",A,False,,0.622894,True,ROXA
questao_152,2024,MT,152,35949,"João e Felipe participaram, na escola, de uma maratona de matemática na qual, durante uma semana, resolveram 200 questões cada. Nessa maratona, a porcentagem P de acertos de cada participante é convertida em um conceito: •insatisfatório: se zero é menor ou igual a P que é menor que 50; •regular: se 50 é menor ou igual a P que é menor que 60; •bom: se 60 é menor ou igual a P que é menor que 75; •muito bom: se 75 é menor ou igual a P que é menor que 90; •excelente: se 90 é menor ou igual a P que é menor ou igual a 100. João acertou 75 por cento das questões da maratona e Felipe acertou 30 por cento a menos que a quantidade de questões que João acertou. Os conceitos de João e Felipe foram, respectivamente,","[""muito bom e bom."", ""muito bom e regular."", ""muito bom e insatisfatório."", ""bom e regular."", ""bom e insatisfatório.""]",B,False,,0.832875,True,ROXA
questao_153,2024,MT,153,141677,"Três grandezas (1, 2 e 3) se relacionam entre si. Os gráficos a seguir, formados por segmentos de reta, descrevem as relações de dependência existentes entre as grandezas 1 e 2, e entre as grandezas 2 e 3. [[placeholder]] O valor máximo assumido pela grandeza 3, quando a grandeza 1 varia de 1 a 3, é","[""1,0."", ""2,5."", ""3,0."", ""3,5."", ""4,0.""]",B,True,"Descrição dos gráficos: Dois gráficos esboçados em sistemas de coordenadas cartesianas sobre malha quadriculada, com os eixos graduados de zero a quatro, variando de 1 em 1. O primeiro gráfico apresenta a relação de dependência entre as grandezas 1 e 2, e o segundo apresenta a relação entre as grandezas 2 e 3. Gráfico 1: No eixo das abscissas estão indicados valores da grandeza 1, e no eixo das ordenadas estão indicados valores da grandeza 2. O gráfico é composto por dois segmentos de reta. O primeiro segmento inicia no ponto (0 ; 0) e termina no ponto (2 ; 3). O segundo segmento inicia no ponto (2 ; 3) e termina no ponto (4 ; 4). Gráfico 2: No eixo das abscissas estão indicados valores da grandeza 2, e no eixo das ordenadas estão indicados valores da grandeza 3. O gráfico é composto por dois segmentos de reta. O primeiro segmento inicia no ponto (0 ; 4) e termina no ponto (3 ; 1). O segundo segmento inicia no ponto (3 ; 1) e termina no ponto (4 ; 3).",0.88277,True,ROXA
questao_154,2024,MT,154,125949,"O tamanho mínimo que a visão humana é capaz de visualizar sem o uso de equipamento auxiliar é equivalente a 100 micrômetros (1 micrômetro é igual a 10 elevado a menos 3 milímetros). Uma estudante pretende visualizar e analisar hemácias do sangue humano, que medem 0,007 milímetros de diâmetro. Ela adquiriu um microscópio óptico que tem uma lente ocular que amplia em 10 vezes a imagem do objeto em observação, e um conjunto de lentes objetivas com estas capacidades de ampliação: •lente 1: 2 vezes; •lente 2: 10 vezes; •lente 3: 15 vezes; •lente 4: 1,1 vez; •lente 5: 1,4 vez. [[placeholder]] O funcionamento desse microscópio permite o uso da lente ocular sozinha ou a combinação dela com uma de suas lentes objetivas, proporcionando, nesse caso, um aumento de sua capacidade de ampliação final, que é dada pelo produto entre as capacidades de ampliação da ocular e da objetiva. Essa estudante pretende selecionar a lente objetiva de menor capacidade de ampliação que permita, na combinação com a ocular, visualizar hemácias do sangue humano. A lente objetiva a ser selecionada pela estudante é a","[""1."", ""2."", ""3."", ""4."", ""5.""]",A,True,Descrição da imagem: Figura mostra um microscópio que possui uma lente ocular na parte superior do visor e lentes objetivas na parte inferior.,0.927742,True,ROXA
questao_155,2024,MT,155,29740,"Ao calcular a média de suas notas em 4 provas, um estudante dividiu, por engano, a soma das notas por 5. Com isso, a média obtida foi 1 unidade menor do que deveria ser, caso fosse calculada corretamente. O valor correto da média das notas desse estudante é","[""4"", ""5"", ""6"", ""19"", ""21""]",B,False,,0.835175,True,ROXA
questao_156,2024,MT,156,29021,"Para abrir a porta de uma empresa, cada funcionário deve cadastrar uma senha utilizando um teclado alfanumérico como o representado na figura. [[placeholder]] Por exemplo: a tecla que contém o número 2 traz as letras correlacionadas A, B e C. Cada toque nessa tecla mostra, sequencialmente, os seguintes caracteres: 2, A, B e C. Para os próximos toques, essa sequência se repete. As demais teclas funcionam da mesma maneira. As senhas a serem cadastradas pelos funcionários devem conter 5 caracteres, sendo 2 algarismos distintos seguidos de 3 letras diferentes, nessa ordem. Um funcionário irá cadastrar a sua primeira senha, podendo escolher entre as teclas que apresentam os números 1, 2, 5, 7 e 0 e as respectivas letras correlacionadas, quando houver. O número de possibilidades diferentes que esse funcionário tem para cadastrar sua senha é","[""11520."", ""14400."", ""18000."", ""312000."", ""390000.""]",B,True,"Descrição da figura: Teclado alfanumérico composto por 12 teclas, dispostas em 4 linhas e 3 colunas, apresentando a seguinte configuração:
Na primeira linha, a primeira coluna indica 1; a segunda indica 2, A, B, C; e a terceira 3, D, E, F;
Na segunda linha, a primeira coluna indica 4, G, H, I; a segunda indica 5, J, K, L; e a terceira 6, M, N, O;
Na terceira linha, a primeira coluna indica 7, P, Q, R, S; a segunda indica 8, T, U, V; e a terceira 9, W, X, Y, Z. Na quarta linha, a primeira coluna indica traço horizontal; a segunda indica zero; e a terceira traço horizontal.",0.885935,True,ROXA
